instance,family,file,n_stops,dec_mean_s,dec_max_s,run_infeasible,n_scenarios,horizon_h
RshortCfewTnone_8,RshortCfewTnone,RshortCfewTnone_8_LA_MIPTAIL_20260817_150807_026.json,42,36.5,157.2,False,25,24.0
RshortCfewTnone_9,RshortCfewTnone,RshortCfewTnone_9_LA_MIPTAIL_20260817_150812_026.json,59,47.1,164.6,False,25,24.0
RshortCfewTtight_1,RshortCfewTtight,RshortCfewTtight_1_LA_MIPTAIL_20260817_150941_027.json,44,35.0,149.3,False,25,24.0
RshortCfewTtight_10,RshortCfewTtight,RshortCfewTtight_10_LA_MIPTAIL_20260817_150816_027.json,48,48.5,204.9,False,25,24.0
RshortCfewTtight_11,RshortCfewTtight,RshortCfewTtight_11_LA_MIPTAIL_20260817_150941_063.json,41,31.0,127.9,False,25,24.0
RshortCfewTtight_12,RshortCfewTtight,RshortCfewTtight_12_LA_MIPTAIL_20260817_150716_063.json,46,40.0,155.3,False,25,24.0
RshortCfewTtight_13,RshortCfewTtight,RshortCfewTtight_13_LA_MIPTAIL_20260817_150727_063.json,46,47.1,212.0,False,25,24.0
RshortCfewTtight_14,RshortCfewTtight,RshortCfewTtight_14_LA_MIPTAIL_20260817_150740_063.json,43,37.2,158.3,False,25,24.0
RshortCfewTtight_15,RshortCfewTtight,RshortCfewTtight_15_LA_MIPTAIL_20260817_150752_063.json,45,47.8,195.9,False,25,24.0
RshortCfewTtight_16,RshortCfewTtight,RshortCfewTtight_16_LA_MIPTAIL_20260817_150754_063.json,51,51.1,196.0,False,25,24.0
RshortCfewTtight_17,RshortCfewTtight,RshortCfewTtight_17_LA_MIPTAIL_20260817_150800_063.json,59,56.2,220.7,False,25,24.0
RshortCfewTtight_18,RshortCfewTtight,RshortCfewTtight_18_LA_MIPTAIL_20260818_111103_017.json,53,50.9,219.1,False,25,24.0
RshortCfewTtight_19,RshortCfewTtight,RshortCfewTtight_19_LA_MIPTAIL_20260817_150812_063.json,47,42.0,175.9,False,25,24.0
RshortCfewTtight_2,RshortCfewTtight,RshortCfewTtight_2_LA_MIPTAIL_20260817_150716_027.json,46,44.5,192.5,False,25,24.0
RshortCfewTtight_20,RshortCfewTtight,RshortCfewTtight_20_LA_MIPTAIL_20260818_111122_017.json,55,52.3,213.0,False,25,24.0
RshortCfewTtight_21,RshortCfewTtight,RshortCfewTtight_21_LA_MIPTAIL_20260817_150941_099.json,43,37.1,153.4,False,25,24.0
RshortCfewTtight_22,RshortCfewTtight,RshortCfewTtight_22_LA_MIPTAIL_20260817_150716_099.json,49,45.3,178.5,False,25,24.0
RshortCfewTtight_23,RshortCfewTtight,RshortCfewTtight_23_LA_MIPTAIL_20260817_150727_099.json,52,43.8,162.4,False,25,24.0
RshortCfewTtight_24,RshortCfewTtight,RshortCfewTtight_24_LA_MIPTAIL_20260817_150740_099.json,42,44.7,174.4,False,25,24.0
RshortCfewTtight_25,RshortCfewTtight,RshortCfewTtight_25_LA_MIPTAIL_20260817_150752_099.json,45,36.5,144.9,False,25,24.0
RshortCfewTtight_3,RshortCfewTtight,RshortCfewTtight_3_LA_MIPTAIL_20260817_150727_027.json,38,30.3,116.6,False,25,24.0
RshortCfewTtight_4,RshortCfewTtight,RshortCfewTtight_4_LA_MIPTAIL_20260817_150740_027.json,55,52.3,302.5,False,25,24.0
RshortCfewTtight_5,RshortCfewTtight,RshortCfewTtight_5_LA_MIPTAIL_20260817_150752_027.json,46,34.4,128.9,False,25,24.0
RshortCfewTtight_6,RshortCfewTtight,RshortCfewTtight_6_LA_MIPTAIL_20260817_150754_027.json,49,46.5,168.2,False,25,24.0
RshortCfewTtight_7,RshortCfewTtight,RshortCfewTtight_7_LA_MIPTAIL_20260817_150800_027.json,44,40.6,172.2,False,25,24.0
RshortCfewTtight_8,RshortCfewTtight,RshortCfewTtight_8_LA_MIPTAIL_20260817_150807_027.json,47,44.9,174.6,False,25,24.0
RshortCfewTtight_9,RshortCfewTtight,RshortCfewTtight_9_LA_MIPTAIL_20260817_150812_027.json,42,35.9,137.8,False,25,24.0
RshortCmanyTlarge_1,RshortCmanyTlarge,RshortCmanyTlarge_1_LA_MIPTAIL_20260817_150941_028.json,49,35.1,159.9,False,25,24.0
RshortCmanyTlarge_10,RshortCmanyTlarge,RshortCmanyTlarge_10_LA_MIPTAIL_20260818_111122_008.json,49,41.5,171.1,False,25,24.0
RshortCmanyTlarge_11,RshortCmanyTlarge,RshortCmanyTlarge_11_LA_MIPTAIL_20260817_150941_064.json,50,41.8,158.2,False,25,24.0
RshortCmanyTlarge_12,RshortCmanyTlarge,RshortCmanyTlarge_12_LA_MIPTAIL_20260817_150716_064.json,49,39.7,155.7,False,25,24.0
RshortCmanyTlarge_13,RshortCmanyTlarge,RshortCmanyTlarge_13_LA_MIPTAIL_20260817_150727_064.json,50,49.1,220.7,False,25,24.0
RshortCmanyTlarge_14,RshortCmanyTlarge,RshortCmanyTlarge_14_LA_MIPTAIL_20260817_150740_064.json,53,38.8,155.2,False,25,24.0
RshortCmanyTlarge_15,RshortCmanyTlarge,RshortCmanyTlarge_15_LA_MIPTAIL_20260817_150752_064.json,50,34.1,151.6,False,25,24.0
RshortCmanyTlarge_16,RshortCmanyTlarge,RshortCmanyTlarge_16_LA_MIPTAIL_20260817_150754_064.json,49,51.6,244.1,False,25,24.0
RshortCmanyTlarge_17,RshortCmanyTlarge,RshortCmanyTlarge_17_LA_MIPTAIL_20260817_150800_064.json,43,25.7,95.8,False,25,24.0
RshortCmanyTlarge_18,RshortCmanyTlarge,RshortCmanyTlarge_18_LA_MIPTAIL_20260817_150807_064.json,58,46.4,173.3,False,25,24.0
RshortCmanyTlarge_19,RshortCmanyTlarge,RshortCmanyTlarge_19_LA_MIPTAIL_20260817_150812_064.json,46,39.7,149.3,False,25,24.0
RshortCmanyTlarge_2,RshortCmanyTlarge,RshortCmanyTlarge_2_LA_MIPTAIL_20260817_150716_028.json,55,48.2,213.3,False,25,24.0
RshortCmanyTlarge_20,RshortCmanyTlarge,RshortCmanyTlarge_20_LA_MIPTAIL_20260817_150816_064.json,46,37.2,139.3,False,25,24.0
RshortCmanyTlarge_21,RshortCmanyTlarge,RshortCmanyTlarge_21_LA_MIPTAIL_20260817_150941_100.json,43,26.7,90.2,False,25,24.0
RshortCmanyTlarge_22,RshortCmanyTlarge,RshortCmanyTlarge_22_LA_MIPTAIL_20260817_150716_100.json,60,49.7,203.0,False,25,24.0
RshortCmanyTlarge_23,RshortCmanyTlarge,RshortCmanyTlarge_23_LA_MIPTAIL_20260817_150727_100.json,52,43.5,166.9,False,25,24.0
RshortCmanyTlarge_25,RshortCmanyTlarge,RshortCmanyTlarge_25_LA_MIPTAIL_20260817_150752_100.json,58,54.9,244.3,False,25,24.0
RshortCmanyTlarge_3,RshortCmanyTlarge,RshortCmanyTlarge_3_LA_MIPTAIL_20260817_150727_028.json,48,37.3,164.0,False,25,24.0
RshortCmanyTlarge_4,RshortCmanyTlarge,RshortCmanyTlarge_4_LA_MIPTAIL_20260817_150740_028.json,41,29.9,104.0,False,25,24.0
RshortCmanyTlarge_5,RshortCmanyTlarge,RshortCmanyTlarge_5_LA_MIPTAIL_20260817_150752_028.json,43,38.0,131.5,False,25,24.0
RshortCmanyTlarge_6,RshortCmanyTlarge,RshortCmanyTlarge_6_LA_MIPTAIL_20260817_150754_028.json,51,43.0,191.7,False,25,24.0
RshortCmanyTlarge_7,RshortCmanyTlarge,RshortCmanyTlarge_7_LA_MIPTAIL_20260817_150800_028.json,48,33.1,128.4,False,25,24.0
RshortCmanyTlarge_8,RshortCmanyTlarge,RshortCmanyTlarge_8_LA_MIPTAIL_20260817_150807_028.json,47,31.2,118.2,False,25,24.0
RshortCmanyTlarge_9,RshortCmanyTlarge,RshortCmanyTlarge_9_LA_MIPTAIL_20260817_150812_028.json,43,30.9,125.9,False,25,24.0
RshortCmanyTmedium_10,RshortCmanyTmedium,RshortCmanyTmedium_10_LA_MIPTAIL_20260817_150816_029.json,45,35.4,149.5,False,25,24.0
RshortCmanyTmedium_11,RshortCmanyTmedium,RshortCmanyTmedium_11_LA_MIPTAIL_20260817_150941_065.json,50,41.8,148.6,False,25,24.0
RshortCmanyTmedium_12,RshortCmanyTmedium,RshortCmanyTmedium_12_LA_MIPTAIL_20260817_150716_065.json,47,42.0,174.2,False,25,24.0
RshortCmanyTmedium_13,RshortCmanyTmedium,RshortCmanyTmedium_13_LA_MIPTAIL_20260817_150727_065.json,51,50.4,233.6,False,25,24.0
RshortCmanyTmedium_14,RshortCmanyTmedium,RshortCmanyTmedium_14_LA_MIPTAIL_20260817_150740_065.json,47,32.3,135.9,False,25,24.0
RshortCmanyTmedium_15,RshortCmanyTmedium,RshortCmanyTmedium_15_LA_MIPTAIL_20260817_150752_065.json,57,48.1,206.6,False,25,24.0
RshortCmanyTmedium_16,RshortCmanyTmedium,RshortCmanyTmedium_16_LA_MIPTAIL_20260817_150754_065.json,52,43.2,152.6,False,25,24.0
RshortCmanyTmedium_17,RshortCmanyTmedium,RshortCmanyTmedium_17_LA_MIPTAIL_20260818_111057_021.json,54,45.5,214.1,False,25,24.0
RshortCmanyTmedium_18,RshortCmanyTmedium,RshortCmanyTmedium_18_LA_MIPTAIL_20260817_150807_065.json,58,44.7,220.0,False,25,24.0
RshortCmanyTmedium_19,RshortCmanyTmedium,RshortCmanyTmedium_19_LA_MIPTAIL_20260817_150812_065.json,57,44.9,191.8,False,25,24.0
RshortCmanyTmedium_2,RshortCmanyTmedium,RshortCmanyTmedium_2_LA_MIPTAIL_20260817_150716_029.json,61,56.4,242.3,False,25,24.0
RshortCmanyTmedium_20,RshortCmanyTmedium,RshortCmanyTmedium_20_LA_MIPTAIL_20260817_150816_065.json,45,32.0,115.8,False,25,24.0
RshortCmanyTmedium_21,RshortCmanyTmedium,RshortCmanyTmedium_21_LA_MIPTAIL_20260817_150941_101.json,56,55.8,216.0,False,25,24.0
RshortCmanyTmedium_22,RshortCmanyTmedium,RshortCmanyTmedium_22_LA_MIPTAIL_20260817_150716_101.json,57,58.8,284.5,False,25,24.0
RshortCmanyTmedium_23,RshortCmanyTmedium,RshortCmanyTmedium_23_LA_MIPTAIL_20260817_150727_101.json,45,33.8,150.2,False,25,24.0
RshortCmanyTmedium_24,RshortCmanyTmedium,RshortCmanyTmedium_24_LA_MIPTAIL_20260817_150740_101.json,61,46.9,219.6,False,25,24.0
RshortCmanyTmedium_25,RshortCmanyTmedium,RshortCmanyTmedium_25_LA_MIPTAIL_20260817_150752_101.json,54,52.3,200.1,False,25,24.0
RshortCmanyTmedium_3,RshortCmanyTmedium,RshortCmanyTmedium_3_LA_MIPTAIL_20260817_150727_029.json,55,51.5,193.8,False,25,24.0
RshortCmanyTmedium_4,RshortCmanyTmedium,RshortCmanyTmedium_4_LA_MIPTAIL_20260817_150740_029.json,58,50.4,197.8,False,25,24.0
RshortCmanyTmedium_5,RshortCmanyTmedium,RshortCmanyTmedium_5_LA_MIPTAIL_20260817_150752_029.json,43,32.3,127.3,False,25,24.0
RshortCmanyTmedium_6,RshortCmanyTmedium,RshortCmanyTmedium_6_LA_MIPTAIL_20260818_111030_009.json,55,44.5,169.4,False,25,24.0
RshortCmanyTmedium_7,RshortCmanyTmedium,RshortCmanyTmedium_7_LA_MIPTAIL_20260817_150800_029.json,60,51.6,198.7,False,25,24.0
RshortCmanyTmedium_8,RshortCmanyTmedium,RshortCmanyTmedium_8_LA_MIPTAIL_20260817_150807_029.json,51,39.5,177.0,False,25,24.0
RshortCmanyTmedium_9,RshortCmanyTmedium,RshortCmanyTmedium_9_LA_MIPTAIL_20260817_150812_029.json,46,38.4,169.9,False,25,24.0
RshortCmanyTnone_1,RshortCmanyTnone,RshortCmanyTnone_1_LA_MIPTAIL_20260812_113354_050.json,40,29.5,106.5,False,25,24.0
RshortCmanyTnone_10,RshortCmanyTnone,RshortCmanyTnone_10_LA_MIPTAIL_20260817_150816_030.json,46,34.0,132.9,False,25,24.0
RshortCmanyTnone_11,RshortCmanyTnone,RshortCmanyTnone_11_LA_MIPTAIL_20260817_150941_066.json,48,39.8,170.6,False,25,24.0
RshortCmanyTnone_12,RshortCmanyTnone,RshortCmanyTnone_12_LA_MIPTAIL_20260817_150716_066.json,57,49.2,194.5,False,25,24.0
RshortCmanyTnone_13,RshortCmanyTnone,RshortCmanyTnone_13_LA_MIPTAIL_20260817_150727_066.json,49,37.1,155.5,False,25,24.0
RshortCmanyTnone_14,RshortCmanyTnone,RshortCmanyTnone_14_LA_MIPTAIL_20260817_150740_066.json,46,29.8,105.7,False,25,24.0
RshortCmanyTnone_15,RshortCmanyTnone,RshortCmanyTnone_15_LA_MIPTAIL_20260817_150752_066.json,53,42.7,166.3,False,25,24.0
RshortCmanyTnone_16,RshortCmanyTnone,RshortCmanyTnone_16_LA_MIPTAIL_20260817_150754_066.json,60,50.6,184.5,False,25,24.0
RshortCmanyTnone_17,RshortCmanyTnone,RshortCmanyTnone_17_LA_MIPTAIL_20260817_150800_066.json,49,41.1,177.8,False,25,24.0
RshortCmanyTnone_18,RshortCmanyTnone,RshortCmanyTnone_18_LA_MIPTAIL_20260817_150807_066.json,52,43.3,166.7,False,25,24.0
RshortCmanyTnone_19,RshortCmanyTnone,RshortCmanyTnone_19_LA_MIPTAIL_20260817_150812_066.json,59,46.2,225.9,False,25,24.0
RshortCmanyTnone_2,RshortCmanyTnone,RshortCmanyTnone_2_LA_MIPTAIL_20260812_113354_061.json,42,31.6,99.2,False,25,24.0
RshortCmanyTnone_20,RshortCmanyTnone,RshortCmanyTnone_20_LA_MIPTAIL_20260817_150816_066.json,48,43.6,163.6,False,25,24.0
RshortCmanyTnone_21,RshortCmanyTnone,RshortCmanyTnone_21_LA_MIPTAIL_20260817_150941_102.json,49,42.6,156.0,False,25,24.0
RshortCmanyTnone_22,RshortCmanyTnone,RshortCmanyTnone_22_LA_MIPTAIL_20260817_150716_102.json,58,49.6,202.8,False,25,24.0
RshortCmanyTnone_23,RshortCmanyTnone,RshortCmanyTnone_23_LA_MIPTAIL_20260817_150727_102.json,48,37.5,139.8,False,25,24.0
RshortCmanyTnone_24,RshortCmanyTnone,RshortCmanyTnone_24_LA_MIPTAIL_20260817_150740_102.json,50,34.1,116.0,False,25,24.0
RshortCmanyTnone_25,RshortCmanyTnone,RshortCmanyTnone_25_LA_MIPTAIL_20260812_113354_067.json,60,55.6,186.7,False,25,24.0
RshortCmanyTnone_3,RshortCmanyTnone,RshortCmanyTnone_3_LA_MIPTAIL_20260817_150727_030.json,52,37.3,176.1,False,25,24.0
RshortCmanyTnone_4,RshortCmanyTnone,RshortCmanyTnone_4_LA_MIPTAIL_20260817_150740_030.json,56,41.3,159.6,False,25,24.0
RshortCmanyTnone_5,RshortCmanyTnone,RshortCmanyTnone_5_LA_MIPTAIL_20260817_150752_030.json,61,48.0,217.5,False,25,24.0
RshortCmanyTnone_6,RshortCmanyTnone,RshortCmanyTnone_6_LA_MIPTAIL_20260817_150754_030.json,53,39.7,177.3,False,25,24.0
RshortCmanyTnone_7,RshortCmanyTnone,RshortCmanyTnone_7_LA_MIPTAIL_20260817_150800_030.json,45,38.9,146.3,False,25,24.0
RshortCmanyTnone_8,RshortCmanyTnone,RshortCmanyTnone_8_LA_MIPTAIL_20260817_150807_030.json,56,44.3,167.0,False,25,24.0
RshortCmanyTnone_9,RshortCmanyTnone,RshortCmanyTnone_9_LA_MIPTAIL_20260817_150812_030.json,62,55.0,212.8,False,25,24.0
RshortCmanyTtight_1,RshortCmanyTtight,RshortCmanyTtight_1_LA_MIPTAIL_20260817_150941_031.json,45,38.7,190.4,False,25,24.0
RshortCmanyTtight_10,RshortCmanyTtight,RshortCmanyTtight_10_LA_MIPTAIL_20260817_150816_031.json,46,43.6,171.1,False,25,24.0
RshortCmanyTtight_11,RshortCmanyTtight,RshortCmanyTtight_11_LA_MIPTAIL_20260817_150941_067.json,59,63.1,324.3,False,25,24.0
RshortCmanyTtight_12,RshortCmanyTtight,RshortCmanyTtight_12_LA_MIPTAIL_20260817_150716_067.json,48,51.3,217.2,False,25,24.0
RshortCmanyTtight_13,RshortCmanyTtight,RshortCmanyTtight_13_LA_MIPTAIL_20260817_150727_067.json,55,57.2,289.9,False,25,24.0
RshortCmanyTtight_14,RshortCmanyTtight,RshortCmanyTtight_14_LA_MIPTAIL_20260817_150740_067.json,64,74.1,433.4,False,25,24.0
RshortCmanyTtight_15,RshortCmanyTtight,RshortCmanyTtight_15_LA_MIPTAIL_20260817_150752_067.json,54,55.7,260.3,False,25,24.0
RshortCmanyTtight_16,RshortCmanyTtight,RshortCmanyTtight_16_LA_MIPTAIL_20260817_150754_067.json,54,53.3,207.8,False,25,24.0
RshortCmanyTtight_17,RshortCmanyTtight,RshortCmanyTtight_17_LA_MIPTAIL_20260818_111057_022.json,40,39.1,147.7,False,25,24.0
RshortCmanyTtight_18,RshortCmanyTtight,RshortCmanyTtight_18_LA_MIPTAIL_20260818_111103_018.json,55,69.0,336.5,False,25,24.0
RshortCmanyTtight_19,RshortCmanyTtight,RshortCmanyTtight_19_LA_MIPTAIL_20260817_150812_067.json,42,43.2,152.8,False,25,24.0
RshortCmanyTtight_2,RshortCmanyTtight,RshortCmanyTtight_2_LA_MIPTAIL_20260817_150716_031.json,57,52.2,267.5,False,25,24.0
RshortCmanyTtight_20,RshortCmanyTtight,RshortCmanyTtight_20_LA_MIPTAIL_20260817_150816_067.json,57,70.0,335.4,False,25,24.0
RshortCmanyTtight_21,RshortCmanyTtight,RshortCmanyTtight_21_LA_MIPTAIL_20260817_150941_103.json,56,55.0,199.5,False,25,24.0
RshortCmanyTtight_22,RshortCmanyTtight,RshortCmanyTtight_22_LA_MIPTAIL_20260817_150716_103.json,49,43.7,182.4,False,25,24.0
RshortCmanyTtight_23,RshortCmanyTtight,RshortCmanyTtight_23_LA_MIPTAIL_20260817_150727_103.json,56,52.0,251.0,False,25,24.0
RshortCmanyTtight_24,RshortCmanyTtight,RshortCmanyTtight_24_LA_MIPTAIL_20260817_150740_103.json,53,46.9,181.3,False,25,24.0
RshortCmanyTtight_25,RshortCmanyTtight,RshortCmanyTtight_25_LA_MIPTAIL_20260817_150752_103.json,52,52.6,221.8,False,25,24.0
RshortCmanyTtight_3,RshortCmanyTtight,RshortCmanyTtight_3_LA_MIPTAIL_20260817_150727_031.json,51,62.9,262.5,False,25,24.0
RshortCmanyTtight_4,RshortCmanyTtight,RshortCmanyTtight_4_LA_MIPTAIL_20260812_113354_094.json,60,70.9,409.0,False,25,24.0
RshortCmanyTtight_5,RshortCmanyTtight,RshortCmanyTtight_5_LA_MIPTAIL_20260817_150752_031.json,45,41.4,208.3,False,25,24.0
RshortCmanyTtight_6,RshortCmanyTtight,RshortCmanyTtight_6_LA_MIPTAIL_20260817_150754_031.json,56,60.7,258.5,False,25,24.0
RshortCmanyTtight_7,RshortCmanyTtight,RshortCmanyTtight_7_LA_MIPTAIL_20260812_113354_097.json,51,64.5,327.0,False,25,24.0
RshortCmanyTtight_8,RshortCmanyTtight,RshortCmanyTtight_8_LA_MIPTAIL_20260817_150807_031.json,59,81.3,338.4,False,25,24.0
RshortCmanyTtight_9,RshortCmanyTtight,RshortCmanyTtight_9_LA_MIPTAIL_20260817_150812_031.json,59,64.4,293.4,False,25,24.0
RshortCmediumTlarge_1,RshortCmediumTlarge,RshortCmediumTlarge_1_LA_MIPTAIL_20260817_150941_032.json,56,51.2,215.2,False,25,24.0
RshortCmediumTlarge_10,RshortCmediumTlarge,RshortCmediumTlarge_10_LA_MIPTAIL_20260817_150816_032.json,54,43.5,152.2,False,25,24.0
RshortCmediumTlarge_11,RshortCmediumTlarge,RshortCmediumTlarge_11_LA_MIPTAIL_20260817_150941_068.json,44,36.2,136.3,False,25,24.0
RshortCmediumTlarge_12,RshortCmediumTlarge,RshortCmediumTlarge_12_LA_MIPTAIL_20260817_150716_068.json,38,24.7,68.7,False,25,24.0
RshortCmediumTlarge_13,RshortCmediumTlarge,RshortCmediumTlarge_13_LA_MIPTAIL_20260817_150727_068.json,44,32.3,121.4,False,25,24.0
RshortCmediumTlarge_14,RshortCmediumTlarge,RshortCmediumTlarge_14_LA_MIPTAIL_20260817_150740_068.json,46,32.5,134.7,False,25,24.0
RshortCmediumTlarge_15,RshortCmediumTlarge,RshortCmediumTlarge_15_LA_MIPTAIL_20260817_150752_068.json,51,49.0,178.9,False,25,24.0
RshortCmediumTlarge_16,RshortCmediumTlarge,RshortCmediumTlarge_16_LA_MIPTAIL_20260817_150754_068.json,45,41.4,162.2,False,25,24.0
RshortCmediumTlarge_17,RshortCmediumTlarge,RshortCmediumTlarge_17_LA_MIPTAIL_20260817_150800_068.json,53,37.6,132.0,False,25,24.0
RshortCmediumTlarge_18,RshortCmediumTlarge,RshortCmediumTlarge_18_LA_MIPTAIL_20260817_150807_068.json,50,50.6,212.9,False,25,24.0
RshortCmediumTlarge_19,RshortCmediumTlarge,RshortCmediumTlarge_19_LA_MIPTAIL_20260817_150812_068.json,56,57.4,303.7,False,25,24.0
RshortCmediumTlarge_2,RshortCmediumTlarge,RshortCmediumTlarge_2_LA_MIPTAIL_20260817_150716_032.json,47,34.8,138.5,False,25,24.0
RshortCmediumTlarge_20,RshortCmediumTlarge,RshortCmediumTlarge_20_LA_MIPTAIL_20260817_150816_068.json,49,41.7,218.2,False,25,24.0
RshortCmediumTlarge_21,RshortCmediumTlarge,RshortCmediumTlarge_21_LA_MIPTAIL_20260817_150941_104.json,48,43.3,159.1,False,25,24.0
RshortCmediumTlarge_22,RshortCmediumTlarge,RshortCmediumTlarge_22_LA_MIPTAIL_20260817_150716_104.json,46,34.4,140.3,False,25,24.0
RshortCmediumTlarge_25,RshortCmediumTlarge,RshortCmediumTlarge_25_LA_MIPTAIL_20260817_150752_104.json,52,50.7,268.3,False,25,24.0
RshortCmediumTlarge_3,RshortCmediumTlarge,RshortCmediumTlarge_3_LA_MIPTAIL_20260817_150727_032.json,57,48.9,141.9,False,25,24.0
RshortCmediumTlarge_4,RshortCmediumTlarge,RshortCmediumTlarge_4_LA_MIPTAIL_20260817_150740_032.json,56,53.0,231.5,False,25,24.0
RshortCmediumTlarge_6,RshortCmediumTlarge,RshortCmediumTlarge_6_LA_MIPTAIL_20260817_150754_032.json,53,47.0,175.0,False,25,24.0
RshortCmediumTlarge_7,RshortCmediumTlarge,RshortCmediumTlarge_7_LA_MIPTAIL_20260817_150800_032.json,52,45.3,161.2,False,25,24.0
RshortCmediumTlarge_8,RshortCmediumTlarge,RshortCmediumTlarge_8_LA_MIPTAIL_20260818_111103_009.json,46,39.4,144.0,False,25,24.0
RshortCmediumTlarge_9,RshortCmediumTlarge,RshortCmediumTlarge_9_LA_MIPTAIL_20260817_150812_032.json,44,31.5,116.0,False,25,24.0
RshortCmediumTmedium_1,RshortCmediumTmedium,RshortCmediumTmedium_1_LA_MIPTAIL_20260817_150941_033.json,48,40.4,163.4,False,25,24.0
RshortCmediumTmedium_10,RshortCmediumTmedium,RshortCmediumTmedium_10_LA_MIPTAIL_20260817_150816_033.json,47,33.1,128.8,False,25,24.0
RshortCmediumTmedium_11,RshortCmediumTmedium,RshortCmediumTmedium_11_LA_MIPTAIL_20260817_150941_069.json,44,34.2,127.8,False,25,24.0
RshortCmediumTmedium_12,RshortCmediumTmedium,RshortCmediumTmedium_12_LA_MIPTAIL_20260817_150716_069.json,53,53.9,216.0,False,25,24.0
RshortCmediumTmedium_13,RshortCmediumTmedium,RshortCmediumTmedium_13_LA_MIPTAIL_20260817_150727_069.json,45,40.5,160.8,False,25,24.0
RshortCmediumTmedium_14,RshortCmediumTmedium,RshortCmediumTmedium_14_LA_MIPTAIL_20260817_150740_069.json,53,42.8,188.9,False,25,24.0
RshortCmediumTmedium_15,RshortCmediumTmedium,RshortCmediumTmedium_15_LA_MIPTAIL_20260817_150752_069.json,42,33.5,148.2,False,25,24.0
RshortCmediumTmedium_16,RshortCmediumTmedium,RshortCmediumTmedium_16_LA_MIPTAIL_20260817_150754_069.json,49,37.5,157.1,False,25,24.0
RshortCmediumTmedium_17,RshortCmediumTmedium,RshortCmediumTmedium_17_LA_MIPTAIL_20260817_150800_069.json,52,38.9,171.4,False,25,24.0
RshortCmediumTmedium_18,RshortCmediumTmedium,RshortCmediumTmedium_18_LA_MIPTAIL_20260817_150807_069.json,54,50.6,243.9,False,25,24.0
RshortCmediumTmedium_19,RshortCmediumTmedium,RshortCmediumTmedium_19_LA_MIPTAIL_20260817_150812_069.json,49,44.5,185.9,False,25,24.0
RshortCmediumTmedium_2,RshortCmediumTmedium,RshortCmediumTmedium_2_LA_MIPTAIL_20260817_150716_033.json,50,38.9,147.8,False,25,24.0
RshortCmediumTmedium_20,RshortCmediumTmedium,RshortCmediumTmedium_20_LA_MIPTAIL_20260817_150816_069.json,43,32.3,118.4,False,25,24.0
RshortCmediumTmedium_21,RshortCmediumTmedium,RshortCmediumTmedium_21_LA_MIPTAIL_20260817_150941_105.json,44,40.7,149.7,False,25,24.0
RshortCmediumTmedium_22,RshortCmediumTmedium,RshortCmediumTmedium_22_LA_MIPTAIL_20260817_150716_105.json,49,45.7,265.0,False,25,24.0
RshortCmediumTmedium_23,RshortCmediumTmedium,RshortCmediumTmedium_23_LA_MIPTAIL_20260817_150727_105.json,50,37.9,157.2,False,25,24.0
RshortCmediumTmedium_24,RshortCmediumTmedium,RshortCmediumTmedium_24_LA_MIPTAIL_20260817_150740_105.json,54,57.1,201.6,False,25,24.0
RshortCmediumTmedium_3,RshortCmediumTmedium,RshortCmediumTmedium_3_LA_MIPTAIL_20260817_150727_033.json,45,33.3,119.2,False,25,24.0
RshortCmediumTmedium_4,RshortCmediumTmedium,RshortCmediumTmedium_4_LA_MIPTAIL_20260817_150740_033.json,45,32.3,165.3,False,25,24.0
RshortCmediumTmedium_6,RshortCmediumTmedium,RshortCmediumTmedium_6_LA_MIPTAIL_20260817_150754_033.json,48,37.1,133.8,False,25,24.0
RshortCmediumTmedium_7,RshortCmediumTmedium,RshortCmediumTmedium_7_LA_MIPTAIL_20260817_150800_033.json,41,28.1,101.1,False,25,24.0
RshortCmediumTmedium_8,RshortCmediumTmedium,RshortCmediumTmedium_8_LA_MIPTAIL_20260817_150807_033.json,41,30.2,119.5,False,25,24.0
RshortCmediumTmedium_9,RshortCmediumTmedium,RshortCmediumTmedium_9_LA_MIPTAIL_20260817_150812_033.json,42,37.2,150.7,False,25,24.0
RshortCmediumTnone_1,RshortCmediumTnone,RshortCmediumTnone_1_LA_MIPTAIL_20260817_150941_034.json,52,49.9,178.1,False,25,24.0
RshortCmediumTnone_10,RshortCmediumTnone,RshortCmediumTnone_10_LA_MIPTAIL_20260817_150816_034.json,44,35.0,141.3,False,25,24.0
RshortCmediumTnone_11,RshortCmediumTnone,RshortCmediumTnone_11_LA_MIPTAIL_20260817_150941_070.json,43,38.5,157.8,False,25,24.0
RshortCmediumTnone_12,RshortCmediumTnone,RshortCmediumTnone_12_LA_MIPTAIL_20260817_150716_070.json,47,46.8,176.1,False,25,24.0
RshortCmediumTnone_13,RshortCmediumTnone,RshortCmediumTnone_13_LA_MIPTAIL_20260817_150727_070.json,45,35.7,146.7,False,25,24.0
RshortCmediumTnone_14,RshortCmediumTnone,RshortCmediumTnone_14_LA_MIPTAIL_20260817_150740_070.json,41,34.7,142.9,False,25,24.0
RshortCmediumTnone_16,RshortCmediumTnone,RshortCmediumTnone_16_LA_MIPTAIL_20260817_150754_070.json,50,45.2,191.0,False,25,24.0
RshortCmediumTnone_17,RshortCmediumTnone,RshortCmediumTnone_17_LA_MIPTAIL_20260817_150800_070.json,55,42.8,170.7,False,25,24.0
