instance,family,file,n_stops,dec_mean_s,dec_max_s,run_infeasible,n_scenarios,horizon_h
RmediumCmanyTtight_19,RmediumCmanyTtight,RmediumCmanyTtight_19_LA_MIPTAIL_20260817_150812_055.json,76,102.9,445.4,False,25,24.0
RmediumCmanyTtight_2,RmediumCmanyTtight,RmediumCmanyTtight_2_LA_MIPTAIL_20260817_150716_019.json,121,136.4,758.1,False,25,24.0
RmediumCmanyTtight_20,RmediumCmanyTtight,RmediumCmanyTtight_20_LA_MIPTAIL_20260818_111122_015.json,116,141.8,774.3,False,25,24.0
RmediumCmanyTtight_21,RmediumCmanyTtight,RmediumCmanyTtight_21_LA_MIPTAIL_20260817_150941_091.json,120,131.2,621.9,False,25,24.0
RmediumCmanyTtight_22,RmediumCmanyTtight,RmediumCmanyTtight_22_LA_MIPTAIL_20260817_150716_091.json,88,116.8,533.4,False,25,24.0
RmediumCmanyTtight_23,RmediumCmanyTtight,RmediumCmanyTtight_23_LA_MIPTAIL_20260817_150727_091.json,79,70.2,242.8,False,25,24.0
RmediumCmanyTtight_24,RmediumCmanyTtight,RmediumCmanyTtight_24_LA_MIPTAIL_20260813_114825_091.json,103,189.6,1101.3,False,25,24.0
RmediumCmanyTtight_25,RmediumCmanyTtight,RmediumCmanyTtight_25_LA_MIPTAIL_20260817_150752_091.json,86,131.3,720.6,False,25,24.0
RmediumCmanyTtight_3,RmediumCmanyTtight,RmediumCmanyTtight_3_LA_MIPTAIL_20260813_114825_093.json,98,125.4,350.3,False,25,24.0
RmediumCmanyTtight_4,RmediumCmanyTtight,RmediumCmanyTtight_4_LA_MIPTAIL_20260817_150740_019.json,101,145.4,697.2,False,25,24.0
RmediumCmanyTtight_5,RmediumCmanyTtight,RmediumCmanyTtight_5_LA_MIPTAIL_20260813_114825_095.json,79,137.3,488.5,False,25,24.0
RmediumCmanyTtight_6,RmediumCmanyTtight,RmediumCmanyTtight_6_LA_MIPTAIL_20260818_111030_007.json,120,119.5,726.0,False,25,24.0
RmediumCmanyTtight_7,RmediumCmanyTtight,RmediumCmanyTtight_7_LA_MIPTAIL_20260817_150800_019.json,84,135.8,691.8,False,25,24.0
RmediumCmanyTtight_8,RmediumCmanyTtight,RmediumCmanyTtight_8_LA_MIPTAIL_20260817_150807_019.json,117,168.4,1445.0,False,25,24.0
RmediumCmanyTtight_9,RmediumCmanyTtight,RmediumCmanyTtight_9_LA_MIPTAIL_20260817_150812_019.json,94,189.2,1202.2,False,25,24.0
RmediumCmediumTlarge_1,RmediumCmediumTlarge,RmediumCmediumTlarge_1_LA_MIPTAIL_20260817_150941_020.json,101,77.7,213.2,False,25,24.0
RmediumCmediumTlarge_10,RmediumCmediumTlarge,RmediumCmediumTlarge_10_LA_MIPTAIL_20260818_111122_006.json,105,77.5,222.8,False,25,24.0
RmediumCmediumTlarge_11,RmediumCmediumTlarge,RmediumCmediumTlarge_11_LA_MIPTAIL_20260817_150941_056.json,91,84.6,249.8,False,25,24.0
RmediumCmediumTlarge_12,RmediumCmediumTlarge,RmediumCmediumTlarge_12_LA_MIPTAIL_20260817_150716_056.json,83,69.1,210.1,False,25,24.0
RmediumCmediumTlarge_14,RmediumCmediumTlarge,RmediumCmediumTlarge_14_LA_MIPTAIL_20260817_150740_056.json,85,64.7,220.9,False,25,24.0
RmediumCmediumTlarge_16,RmediumCmediumTlarge,RmediumCmediumTlarge_16_LA_MIPTAIL_20260817_150754_056.json,116,75.6,200.5,False,25,24.0
RmediumCmediumTlarge_17,RmediumCmediumTlarge,RmediumCmediumTlarge_17_LA_MIPTAIL_20260817_150800_056.json,101,69.5,193.8,False,25,24.0
RmediumCmediumTlarge_18,RmediumCmediumTlarge,RmediumCmediumTlarge_18_LA_MIPTAIL_20260818_111103_014.json,86,66.4,186.6,False,25,24.0
RmediumCmediumTlarge_19,RmediumCmediumTlarge,RmediumCmediumTlarge_19_LA_MIPTAIL_20260817_150812_056.json,78,73.1,303.4,False,25,24.0
RmediumCmediumTlarge_2,RmediumCmediumTlarge,RmediumCmediumTlarge_2_LA_MIPTAIL_20260817_150716_020.json,112,80.3,294.9,False,25,24.0
RmediumCmediumTlarge_20,RmediumCmediumTlarge,RmediumCmediumTlarge_20_LA_MIPTAIL_20260818_111122_016.json,116,75.4,218.6,False,25,24.0
RmediumCmediumTlarge_22,RmediumCmediumTlarge,RmediumCmediumTlarge_22_LA_MIPTAIL_20260817_150716_092.json,86,72.0,246.8,False,25,24.0
RmediumCmediumTlarge_23,RmediumCmediumTlarge,RmediumCmediumTlarge_23_LA_MIPTAIL_20260817_150727_092.json,80,63.8,231.1,False,25,24.0
RmediumCmediumTlarge_25,RmediumCmediumTlarge,RmediumCmediumTlarge_25_LA_MIPTAIL_20260817_150752_092.json,96,70.9,192.5,False,25,24.0
RmediumCmediumTlarge_3,RmediumCmediumTlarge,RmediumCmediumTlarge_3_LA_MIPTAIL_20260817_150727_020.json,122,71.3,193.9,False,25,24.0
RmediumCmediumTlarge_4,RmediumCmediumTlarge,RmediumCmediumTlarge_4_LA_MIPTAIL_20260817_150740_020.json,98,62.3,190.6,False,25,24.0
RmediumCmediumTlarge_6,RmediumCmediumTlarge,RmediumCmediumTlarge_6_LA_MIPTAIL_20260817_150754_020.json,91,70.7,249.9,False,25,24.0
RmediumCmediumTlarge_7,RmediumCmediumTlarge,RmediumCmediumTlarge_7_LA_MIPTAIL_20260817_150800_020.json,95,78.7,230.7,False,25,24.0
RmediumCmediumTlarge_8,RmediumCmediumTlarge,RmediumCmediumTlarge_8_LA_MIPTAIL_20260817_150807_020.json,74,66.0,229.8,False,25,24.0
RmediumCmediumTlarge_9,RmediumCmediumTlarge,RmediumCmediumTlarge_9_LA_MIPTAIL_20260818_111117_007.json,77,59.2,195.0,False,25,24.0
RmediumCmediumTmedium_1,RmediumCmediumTmedium,RmediumCmediumTmedium_1_LA_MIPTAIL_20260817_150941_021.json,77,62.2,244.9,False,25,24.0
RmediumCmediumTmedium_10,RmediumCmediumTmedium,RmediumCmediumTmedium_10_LA_MIPTAIL_20260817_150816_021.json,96,71.4,200.7,False,25,24.0
RmediumCmediumTmedium_13,RmediumCmediumTmedium,RmediumCmediumTmedium_13_LA_MIPTAIL_20260817_150727_057.json,105,77.7,189.5,False,25,24.0
RmediumCmediumTmedium_15,RmediumCmediumTmedium,RmediumCmediumTmedium_15_LA_MIPTAIL_20260817_150752_057.json,76,61.5,209.5,False,25,24.0
RmediumCmediumTmedium_16,RmediumCmediumTmedium,RmediumCmediumTmedium_16_LA_MIPTAIL_20260817_150754_057.json,78,71.6,249.5,False,25,24.0
RmediumCmediumTmedium_17,RmediumCmediumTmedium,RmediumCmediumTmedium_17_LA_MIPTAIL_20260818_111057_019.json,81,62.7,203.6,False,25,24.0
RmediumCmediumTmedium_18,RmediumCmediumTmedium,RmediumCmediumTmedium_18_LA_MIPTAIL_20260818_111103_015.json,80,68.7,287.4,False,25,24.0
RmediumCmediumTmedium_19,RmediumCmediumTmedium,RmediumCmediumTmedium_19_LA_MIPTAIL_20260817_150812_057.json,113,71.1,224.0,False,25,24.0
RmediumCmediumTmedium_2,RmediumCmediumTmedium,RmediumCmediumTmedium_2_LA_MIPTAIL_20260817_150716_021.json,83,66.3,225.3,False,25,24.0
RmediumCmediumTmedium_20,RmediumCmediumTmedium,RmediumCmediumTmedium_20_LA_MIPTAIL_20260817_150816_057.json,76,69.7,274.1,False,25,24.0
RmediumCmediumTmedium_21,RmediumCmediumTmedium,RmediumCmediumTmedium_21_LA_MIPTAIL_20260817_150941_093.json,75,66.8,196.2,False,25,24.0
RmediumCmediumTmedium_22,RmediumCmediumTmedium,RmediumCmediumTmedium_22_LA_MIPTAIL_20260817_150716_093.json,109,78.5,241.0,False,25,24.0
RmediumCmediumTmedium_23,RmediumCmediumTmedium,RmediumCmediumTmedium_23_LA_MIPTAIL_20260817_150727_093.json,95,81.6,245.2,False,25,24.0
RmediumCmediumTmedium_25,RmediumCmediumTmedium,RmediumCmediumTmedium_25_LA_MIPTAIL_20260817_150752_093.json,91,73.5,234.6,False,25,24.0
RmediumCmediumTmedium_6,RmediumCmediumTmedium,RmediumCmediumTmedium_6_LA_MIPTAIL_20260817_150754_021.json,114,90.6,426.4,False,25,24.0
RmediumCmediumTmedium_7,RmediumCmediumTmedium,RmediumCmediumTmedium_7_LA_MIPTAIL_20260818_111057_008.json,90,74.0,212.5,False,25,24.0
RmediumCmediumTmedium_8,RmediumCmediumTmedium,RmediumCmediumTmedium_8_LA_MIPTAIL_20260817_150807_021.json,109,76.4,267.2,False,25,24.0
RmediumCmediumTmedium_9,RmediumCmediumTmedium,RmediumCmediumTmedium_9_LA_MIPTAIL_20260818_111117_008.json,114,84.9,268.2,False,25,24.0
RmediumCmediumTnone_1,RmediumCmediumTnone,RmediumCmediumTnone_1_LA_MIPTAIL_20260817_150941_022.json,113,79.1,226.4,False,25,24.0
RmediumCmediumTnone_10,RmediumCmediumTnone,RmediumCmediumTnone_10_LA_MIPTAIL_20260817_150816_022.json,97,63.0,167.5,False,25,24.0
RmediumCmediumTnone_11,RmediumCmediumTnone,RmediumCmediumTnone_11_LA_MIPTAIL_20260817_150941_058.json,78,56.9,180.4,False,25,24.0
RmediumCmediumTnone_12,RmediumCmediumTnone,RmediumCmediumTnone_12_LA_MIPTAIL_20260813_114825_103.json,117,87.9,323.3,False,25,24.0
RmediumCmediumTnone_13,RmediumCmediumTnone,RmediumCmediumTnone_13_LA_MIPTAIL_20260817_150727_058.json,120,74.8,201.8,False,25,24.0
RmediumCmediumTnone_14,RmediumCmediumTnone,RmediumCmediumTnone_14_LA_MIPTAIL_20260817_150740_058.json,77,60.0,173.1,False,25,24.0
RmediumCmediumTnone_15,RmediumCmediumTnone,RmediumCmediumTnone_15_LA_MIPTAIL_20260817_150752_058.json,113,72.4,189.6,False,25,24.0
RmediumCmediumTnone_16,RmediumCmediumTnone,RmediumCmediumTnone_16_LA_MIPTAIL_20260818_111030_015.json,107,69.2,184.2,False,25,24.0
RmediumCmediumTnone_17,RmediumCmediumTnone,RmediumCmediumTnone_17_LA_MIPTAIL_20260818_111057_020.json,107,71.2,182.9,False,25,24.0
RmediumCmediumTnone_18,RmediumCmediumTnone,RmediumCmediumTnone_18_LA_MIPTAIL_20260818_111103_016.json,112,66.8,172.0,True,25,24.0
RmediumCmediumTnone_19,RmediumCmediumTnone,RmediumCmediumTnone_19_LA_MIPTAIL_20260818_111117_020.json,116,69.9,184.1,False,25,24.0
RmediumCmediumTnone_2,RmediumCmediumTnone,RmediumCmediumTnone_2_LA_MIPTAIL_20260813_114825_111.json,83,62.9,155.2,False,25,24.0
RmediumCmediumTnone_20,RmediumCmediumTnone,RmediumCmediumTnone_20_LA_MIPTAIL_20260817_150816_058.json,80,56.5,159.8,False,25,24.0
RmediumCmediumTnone_21,RmediumCmediumTnone,RmediumCmediumTnone_21_LA_MIPTAIL_20260813_114825_113.json,79,66.2,250.2,False,25,24.0
RmediumCmediumTnone_22,RmediumCmediumTnone,RmediumCmediumTnone_22_LA_MIPTAIL_20260813_114825_114.json,80,70.4,202.4,False,25,24.0
RmediumCmediumTnone_23,RmediumCmediumTnone,RmediumCmediumTnone_23_LA_MIPTAIL_20260817_150727_094.json,115,72.3,198.7,False,25,24.0
RmediumCmediumTnone_24,RmediumCmediumTnone,RmediumCmediumTnone_24_LA_MIPTAIL_20260817_150740_094.json,80,61.3,192.5,False,25,24.0
RmediumCmediumTnone_25,RmediumCmediumTnone,RmediumCmediumTnone_25_LA_MIPTAIL_20260813_114825_117.json,96,80.5,244.1,False,25,24.0
RmediumCmediumTnone_3,RmediumCmediumTnone,RmediumCmediumTnone_3_LA_MIPTAIL_20260817_150727_022.json,108,75.2,191.3,False,25,24.0
RmediumCmediumTnone_4,RmediumCmediumTnone,RmediumCmediumTnone_4_LA_MIPTAIL_20260817_150740_022.json,94,72.2,212.2,False,25,24.0
RmediumCmediumTnone_5,RmediumCmediumTnone,RmediumCmediumTnone_5_LA_MIPTAIL_20260817_150752_022.json,95,70.9,214.6,False,25,24.0
RmediumCmediumTnone_6,RmediumCmediumTnone,RmediumCmediumTnone_6_LA_MIPTAIL_20260817_150754_022.json,103,77.1,207.6,False,25,24.0
RmediumCmediumTnone_7,RmediumCmediumTnone,RmediumCmediumTnone_7_LA_MIPTAIL_20260817_150800_022.json,96,71.0,191.1,False,25,24.0
RmediumCmediumTnone_8,RmediumCmediumTnone,RmediumCmediumTnone_8_LA_MIPTAIL_20260817_150807_022.json,85,59.7,206.6,False,25,24.0
RmediumCmediumTnone_9,RmediumCmediumTnone,RmediumCmediumTnone_9_LA_MIPTAIL_20260817_150812_022.json,89,68.9,180.0,False,25,24.0
RmediumCmediumTtight_1,RmediumCmediumTtight,RmediumCmediumTtight_1_LA_MIPTAIL_20260817_150941_023.json,77,69.4,247.5,False,25,24.0
RmediumCmediumTtight_10,RmediumCmediumTtight,RmediumCmediumTtight_10_LA_MIPTAIL_20260818_111122_007.json,90,77.5,201.3,False,25,24.0
RmediumCmediumTtight_11,RmediumCmediumTtight,RmediumCmediumTtight_11_LA_MIPTAIL_20260817_150941_059.json,72,79.7,319.5,False,25,24.0
RmediumCmediumTtight_12,RmediumCmediumTtight,RmediumCmediumTtight_12_LA_MIPTAIL_20260817_150716_059.json,94,87.9,277.6,False,25,24.0
RmediumCmediumTtight_13,RmediumCmediumTtight,RmediumCmediumTtight_13_LA_MIPTAIL_20260817_150727_059.json,93,82.8,241.6,False,25,24.0
RmediumCmediumTtight_14,RmediumCmediumTtight,RmediumCmediumTtight_14_LA_MIPTAIL_20260817_150740_059.json,83,76.4,295.0,False,25,24.0
RmediumCmediumTtight_15,RmediumCmediumTtight,RmediumCmediumTtight_15_LA_MIPTAIL_20260813_114825_131.json,108,113.1,341.2,False,25,24.0
RmediumCmediumTtight_16,RmediumCmediumTtight,RmediumCmediumTtight_16_LA_MIPTAIL_20260817_150754_059.json,80,82.3,265.8,False,25,24.0
RmediumCmediumTtight_17,RmediumCmediumTtight,RmediumCmediumTtight_17_LA_MIPTAIL_20260817_150800_059.json,116,80.4,202.0,False,25,24.0
RmediumCmediumTtight_18,RmediumCmediumTtight,RmediumCmediumTtight_18_LA_MIPTAIL_20260817_150807_059.json,72,75.7,295.2,False,25,24.0
RmediumCmediumTtight_19,RmediumCmediumTtight,RmediumCmediumTtight_19_LA_MIPTAIL_20260818_111117_021.json,111,97.7,343.0,False,25,24.0
RmediumCmediumTtight_2,RmediumCmediumTtight,RmediumCmediumTtight_2_LA_MIPTAIL_20260817_150716_023.json,105,72.1,251.1,False,25,24.0
RmediumCmediumTtight_20,RmediumCmediumTtight,RmediumCmediumTtight_20_LA_MIPTAIL_20260817_150816_059.json,91,74.2,201.5,False,25,24.0
RmediumCmediumTtight_21,RmediumCmediumTtight,RmediumCmediumTtight_21_LA_MIPTAIL_20260813_114825_138.json,117,128.6,398.7,False,25,24.0
RmediumCmediumTtight_22,RmediumCmediumTtight,RmediumCmediumTtight_22_LA_MIPTAIL_20260817_150716_095.json,84,80.5,235.5,False,25,24.0
RmediumCmediumTtight_23,RmediumCmediumTtight,RmediumCmediumTtight_23_LA_MIPTAIL_20260817_150727_095.json,115,87.4,321.3,False,25,24.0
RmediumCmediumTtight_24,RmediumCmediumTtight,RmediumCmediumTtight_24_LA_MIPTAIL_20260813_114825_141.json,90,114.1,339.8,False,25,24.0
RmediumCmediumTtight_25,RmediumCmediumTtight,RmediumCmediumTtight_25_LA_MIPTAIL_20260817_150752_095.json,107,79.9,214.4,False,25,24.0
RmediumCmediumTtight_3,RmediumCmediumTtight,RmediumCmediumTtight_3_LA_MIPTAIL_20260817_150727_023.json,113,83.1,249.7,False,25,24.0
RmediumCmediumTtight_4,RmediumCmediumTtight,RmediumCmediumTtight_4_LA_MIPTAIL_20260817_150740_023.json,104,84.6,328.9,False,25,24.0
RmediumCmediumTtight_5,RmediumCmediumTtight,RmediumCmediumTtight_5_LA_MIPTAIL_20260817_150752_023.json,73,78.2,259.9,False,25,24.0
RmediumCmediumTtight_6,RmediumCmediumTtight,RmediumCmediumTtight_6_LA_MIPTAIL_20260817_150754_023.json,106,92.5,274.5,False,25,24.0
RmediumCmediumTtight_7,RmediumCmediumTtight,RmediumCmediumTtight_7_LA_MIPTAIL_20260817_150800_023.json,86,88.1,288.7,False,25,24.0
RmediumCmediumTtight_8,RmediumCmediumTtight,RmediumCmediumTtight_8_LA_MIPTAIL_20260817_150807_023.json,82,73.2,302.8,False,25,24.0
RmediumCmediumTtight_9,RmediumCmediumTtight,RmediumCmediumTtight_9_LA_MIPTAIL_20260817_150812_023.json,72,70.1,251.1,False,25,24.0
RshortCfewTlarge_1,RshortCfewTlarge,RshortCfewTlarge_1_LA_MIPTAIL_20260817_150941_024.json,61,49.1,188.5,False,25,24.0
RshortCfewTlarge_10,RshortCfewTlarge,RshortCfewTlarge_10_LA_MIPTAIL_20260817_150816_024.json,43,34.5,135.0,False,25,24.0
RshortCfewTlarge_11,RshortCfewTlarge,RshortCfewTlarge_11_LA_MIPTAIL_20260817_150941_060.json,39,29.4,107.0,False,25,24.0
RshortCfewTlarge_12,RshortCfewTlarge,RshortCfewTlarge_12_LA_MIPTAIL_20260817_150716_060.json,57,55.7,178.3,False,25,24.0
RshortCfewTlarge_13,RshortCfewTlarge,RshortCfewTlarge_13_LA_MIPTAIL_20260817_150727_060.json,39,26.2,69.5,False,25,24.0
RshortCfewTlarge_14,RshortCfewTlarge,RshortCfewTlarge_14_LA_MIPTAIL_20260817_150740_060.json,42,35.7,147.5,False,25,24.0
RshortCfewTlarge_15,RshortCfewTlarge,RshortCfewTlarge_15_LA_MIPTAIL_20260817_150752_060.json,40,28.5,93.3,False,25,24.0
RshortCfewTlarge_16,RshortCfewTlarge,RshortCfewTlarge_16_LA_MIPTAIL_20260817_150754_060.json,46,33.2,127.3,False,25,24.0
RshortCfewTlarge_17,RshortCfewTlarge,RshortCfewTlarge_17_LA_MIPTAIL_20260817_150800_060.json,43,35.7,138.3,False,25,24.0
RshortCfewTlarge_18,RshortCfewTlarge,RshortCfewTlarge_18_LA_MIPTAIL_20260817_150807_060.json,40,28.7,101.5,False,25,24.0
RshortCfewTlarge_19,RshortCfewTlarge,RshortCfewTlarge_19_LA_MIPTAIL_20260818_111117_022.json,53,49.8,196.1,False,25,24.0
RshortCfewTlarge_2,RshortCfewTlarge,RshortCfewTlarge_2_LA_MIPTAIL_20260817_150716_024.json,49,42.1,167.2,False,25,24.0
RshortCfewTlarge_20,RshortCfewTlarge,RshortCfewTlarge_20_LA_MIPTAIL_20260817_150816_060.json,40,30.7,119.2,False,25,24.0
RshortCfewTlarge_21,RshortCfewTlarge,RshortCfewTlarge_21_LA_MIPTAIL_20260817_150941_096.json,43,33.4,127.6,False,25,24.0
RshortCfewTlarge_22,RshortCfewTlarge,RshortCfewTlarge_22_LA_MIPTAIL_20260817_150716_096.json,55,46.0,185.0,False,25,24.0
RshortCfewTlarge_23,RshortCfewTlarge,RshortCfewTlarge_23_LA_MIPTAIL_20260817_150727_096.json,56,49.7,214.5,False,25,24.0
RshortCfewTlarge_24,RshortCfewTlarge,RshortCfewTlarge_24_LA_MIPTAIL_20260817_150740_096.json,43,37.9,154.8,False,25,24.0
RshortCfewTlarge_25,RshortCfewTlarge,RshortCfewTlarge_25_LA_MIPTAIL_20260817_150752_096.json,52,46.0,182.8,False,25,24.0
RshortCfewTlarge_3,RshortCfewTlarge,RshortCfewTlarge_3_LA_MIPTAIL_20260817_150727_024.json,52,54.1,189.7,False,25,24.0
RshortCfewTlarge_4,RshortCfewTlarge,RshortCfewTlarge_4_LA_MIPTAIL_20260817_150740_024.json,39,28.7,86.9,False,25,24.0
RshortCfewTlarge_5,RshortCfewTlarge,RshortCfewTlarge_5_LA_MIPTAIL_20260817_150752_024.json,56,50.5,199.8,False,25,24.0
RshortCfewTlarge_6,RshortCfewTlarge,RshortCfewTlarge_6_LA_MIPTAIL_20260817_150754_024.json,51,44.9,187.9,False,25,24.0
RshortCfewTlarge_7,RshortCfewTlarge,RshortCfewTlarge_7_LA_MIPTAIL_20260817_150800_024.json,55,51.4,225.1,False,25,24.0
RshortCfewTlarge_8,RshortCfewTlarge,RshortCfewTlarge_8_LA_MIPTAIL_20260817_150807_024.json,53,46.0,170.4,False,25,24.0
RshortCfewTlarge_9,RshortCfewTlarge,RshortCfewTlarge_9_LA_MIPTAIL_20260817_150812_024.json,47,39.5,163.4,False,25,24.0
RshortCfewTmedium_1,RshortCfewTmedium,RshortCfewTmedium_1_LA_MIPTAIL_20260817_150941_025.json,45,40.3,150.5,False,25,24.0
RshortCfewTmedium_10,RshortCfewTmedium,RshortCfewTmedium_10_LA_MIPTAIL_20260817_150816_025.json,55,46.4,186.1,False,25,24.0
RshortCfewTmedium_11,RshortCfewTmedium,RshortCfewTmedium_11_LA_MIPTAIL_20260817_150941_061.json,49,45.2,184.8,False,25,24.0
RshortCfewTmedium_12,RshortCfewTmedium,RshortCfewTmedium_12_LA_MIPTAIL_20260817_150716_061.json,52,45.7,186.9,False,25,24.0
RshortCfewTmedium_13,RshortCfewTmedium,RshortCfewTmedium_13_LA_MIPTAIL_20260817_150727_061.json,45,56.8,295.7,False,25,24.0
RshortCfewTmedium_14,RshortCfewTmedium,RshortCfewTmedium_14_LA_MIPTAIL_20260817_150740_061.json,44,40.3,154.1,False,25,24.0
RshortCfewTmedium_15,RshortCfewTmedium,RshortCfewTmedium_15_LA_MIPTAIL_20260817_150752_061.json,49,30.7,128.3,False,25,24.0
RshortCfewTmedium_16,RshortCfewTmedium,RshortCfewTmedium_16_LA_MIPTAIL_20260817_150754_061.json,52,49.3,202.4,False,25,24.0
RshortCfewTmedium_17,RshortCfewTmedium,RshortCfewTmedium_17_LA_MIPTAIL_20260817_150800_061.json,50,48.2,184.4,False,25,24.0
RshortCfewTmedium_18,RshortCfewTmedium,RshortCfewTmedium_18_LA_MIPTAIL_20260817_150807_061.json,45,33.8,134.9,False,25,24.0
RshortCfewTmedium_19,RshortCfewTmedium,RshortCfewTmedium_19_LA_MIPTAIL_20260817_150812_061.json,44,35.1,137.4,False,25,24.0
RshortCfewTmedium_2,RshortCfewTmedium,RshortCfewTmedium_2_LA_MIPTAIL_20260817_150716_025.json,44,32.8,128.2,False,25,24.0
RshortCfewTmedium_20,RshortCfewTmedium,RshortCfewTmedium_20_LA_MIPTAIL_20260817_150816_061.json,44,29.6,118.6,False,25,24.0
RshortCfewTmedium_21,RshortCfewTmedium,RshortCfewTmedium_21_LA_MIPTAIL_20260817_150941_097.json,38,35.8,138.1,False,25,24.0
RshortCfewTmedium_22,RshortCfewTmedium,RshortCfewTmedium_22_LA_MIPTAIL_20260817_150716_097.json,54,48.5,214.4,False,25,24.0
RshortCfewTmedium_23,RshortCfewTmedium,RshortCfewTmedium_23_LA_MIPTAIL_20260817_150727_097.json,49,44.8,183.5,False,25,24.0
RshortCfewTmedium_24,RshortCfewTmedium,RshortCfewTmedium_24_LA_MIPTAIL_20260817_150740_097.json,43,34.4,137.5,False,25,24.0
RshortCfewTmedium_25,RshortCfewTmedium,RshortCfewTmedium_25_LA_MIPTAIL_20260817_150752_097.json,52,52.7,184.6,False,25,24.0
RshortCfewTmedium_3,RshortCfewTmedium,RshortCfewTmedium_3_LA_MIPTAIL_20260817_150727_025.json,43,40.3,165.1,False,25,24.0
RshortCfewTmedium_4,RshortCfewTmedium,RshortCfewTmedium_4_LA_MIPTAIL_20260817_150740_025.json,55,55.5,224.1,False,25,24.0
RshortCfewTmedium_5,RshortCfewTmedium,RshortCfewTmedium_5_LA_MIPTAIL_20260817_150752_025.json,55,48.6,171.4,False,25,24.0
RshortCfewTmedium_6,RshortCfewTmedium,RshortCfewTmedium_6_LA_MIPTAIL_20260818_111030_008.json,41,32.4,133.6,False,25,24.0
RshortCfewTmedium_7,RshortCfewTmedium,RshortCfewTmedium_7_LA_MIPTAIL_20260817_150800_025.json,51,40.2,151.9,False,25,24.0
RshortCfewTmedium_8,RshortCfewTmedium,RshortCfewTmedium_8_LA_MIPTAIL_20260817_150807_025.json,41,35.1,137.5,False,25,24.0
RshortCfewTmedium_9,RshortCfewTmedium,RshortCfewTmedium_9_LA_MIPTAIL_20260817_150812_025.json,44,34.6,143.8,False,25,24.0
RshortCfewTnone_1,RshortCfewTnone,RshortCfewTnone_1_LA_MIPTAIL_20260817_150941_026.json,57,52.0,186.3,False,25,24.0
RshortCfewTnone_10,RshortCfewTnone,RshortCfewTnone_10_LA_MIPTAIL_20260817_150816_026.json,55,58.1,206.9,False,25,24.0
RshortCfewTnone_11,RshortCfewTnone,RshortCfewTnone_11_LA_MIPTAIL_20260817_150941_062.json,39,34.5,149.8,False,25,24.0
RshortCfewTnone_12,RshortCfewTnone,RshortCfewTnone_12_LA_MIPTAIL_20260817_150716_062.json,47,44.8,177.8,False,25,24.0
RshortCfewTnone_13,RshortCfewTnone,RshortCfewTnone_13_LA_MIPTAIL_20260817_150727_062.json,52,46.9,182.6,False,25,24.0
RshortCfewTnone_14,RshortCfewTnone,RshortCfewTnone_14_LA_MIPTAIL_20260817_150740_062.json,58,52.7,202.6,False,25,24.0
RshortCfewTnone_15,RshortCfewTnone,RshortCfewTnone_15_LA_MIPTAIL_20260817_150752_062.json,58,51.7,166.5,False,25,24.0
RshortCfewTnone_16,RshortCfewTnone,RshortCfewTnone_16_LA_MIPTAIL_20260817_150754_062.json,54,51.2,196.2,False,25,24.0
RshortCfewTnone_17,RshortCfewTnone,RshortCfewTnone_17_LA_MIPTAIL_20260817_150800_062.json,48,40.2,154.1,False,25,24.0
RshortCfewTnone_18,RshortCfewTnone,RshortCfewTnone_18_LA_MIPTAIL_20260817_150807_062.json,53,52.9,209.7,False,25,24.0
RshortCfewTnone_19,RshortCfewTnone,RshortCfewTnone_19_LA_MIPTAIL_20260817_150812_062.json,46,40.1,168.3,False,25,24.0
RshortCfewTnone_2,RshortCfewTnone,RshortCfewTnone_2_LA_MIPTAIL_20260817_150716_026.json,47,37.2,142.4,False,25,24.0
RshortCfewTnone_20,RshortCfewTnone,RshortCfewTnone_20_LA_MIPTAIL_20260817_150816_062.json,41,27.6,98.0,False,25,24.0
RshortCfewTnone_21,RshortCfewTnone,RshortCfewTnone_21_LA_MIPTAIL_20260817_150941_098.json,46,38.6,146.1,False,25,24.0
RshortCfewTnone_22,RshortCfewTnone,RshortCfewTnone_22_LA_MIPTAIL_20260817_150716_098.json,49,48.6,197.3,False,25,24.0
RshortCfewTnone_23,RshortCfewTnone,RshortCfewTnone_23_LA_MIPTAIL_20260817_150727_098.json,39,24.4,80.5,False,25,24.0
RshortCfewTnone_24,RshortCfewTnone,RshortCfewTnone_24_LA_MIPTAIL_20260817_150740_098.json,49,43.9,187.6,False,25,24.0
RshortCfewTnone_25,RshortCfewTnone,RshortCfewTnone_25_LA_MIPTAIL_20260817_150752_098.json,46,42.7,186.2,False,25,24.0
RshortCfewTnone_3,RshortCfewTnone,RshortCfewTnone_3_LA_MIPTAIL_20260817_150727_026.json,39,29.5,94.4,False,25,24.0
RshortCfewTnone_4,RshortCfewTnone,RshortCfewTnone_4_LA_MIPTAIL_20260817_150740_026.json,40,35.4,142.3,False,25,24.0
RshortCfewTnone_5,RshortCfewTnone,RshortCfewTnone_5_LA_MIPTAIL_20260817_150752_026.json,44,30.6,111.1,False,25,24.0
RshortCfewTnone_6,RshortCfewTnone,RshortCfewTnone_6_LA_MIPTAIL_20260817_150754_026.json,53,47.9,161.8,False,25,24.0
RshortCfewTnone_7,RshortCfewTnone,RshortCfewTnone_7_LA_MIPTAIL_20260817_150800_026.json,45,39.5,151.2,False,25,24.0
