DAgger round 1: 33 instances, label prob 0.35, model policy_K20_seedsplit_seed0_cw0.pt
  ScenarioTracker saved: /mnt/beegfs/users/celinep/ChargeAndBreak/ML/logs/RmediumCfewTnone_16_DAGGER1_S1_H24_20260821_095130_scenarios.json

  === SIMULATION TRAJECTORY ===
  stop   type    t_arr     soc     cd     sd     sw   y   brk   rst  action
  ───────────────────────────────────────────────────────────────────────────────────────────────
     0   ORIG    8.000   500.0   0.00   0.00   0.00   0     —     —  —
     1     CS    8.248   475.2   0.25   0.25   0.25   0     —     —  —
     2     CS    8.488   449.9   0.49   0.49   0.49   0     —     —  —
     3     CS    8.718   423.6   0.72   0.72   0.72   0     —     —  —
     4     CS    8.970   394.6   0.97   0.97   0.97   0     —     —  —
     5     CS    9.223   365.7   1.22   1.22   1.22   0     —     —  —
     6     CS    9.511   339.5   1.51   1.51   1.51   0     —     —  —
     7     CS    9.818   308.4   1.82   1.82   1.82   0     —     —  —
     8     CS   10.098   274.8   2.10   2.10   2.10   0     —     —  —
     9     CS   10.375   242.5   2.38   2.38   2.38   0     —     —  —
    10     CS   10.664   211.4   2.66   2.66   2.66   0     —     —  —
    11     CS   11.007   183.8   3.01   3.01   3.01   1   b45     —  CHARGE, BRK-B45
    12     CS   12.330   408.8   0.28   3.29   3.53   0     —     —  —
    13     CS   12.618   380.5   0.57   3.58   3.81   0     —     —  —
    14     CS   12.876   351.3   0.83   3.83   4.07   0     —     —  —
    15     CS   13.133   322.0   1.09   4.09   4.33   0     —     —  —
    16     CS   13.478   298.1   1.43   4.44   4.67   0     —     —  —
    17     CS   13.744   266.8   1.70   4.70   4.94   0     —     —  —
    18     CS   14.053   238.9   2.01   5.01   5.25   0     —     —  —
    19     CS   14.300   213.0   2.25   5.26   5.50   0     —     —  —
    20     CS   14.548   187.1   2.50   5.51   5.74   0     —     —  —
    21     CS   14.795   161.2   2.75   5.75   5.99   0     —     —  —
    22     CS   15.044   135.4   3.00   6.00   6.24   1   b45     —  CHARGE, BRK-B45
    23     CS   16.659   377.4   0.42   6.42   6.96   0     —     —  —
    24     CS   16.900   349.8   0.66   6.66   7.20   0     —     —  —
    25     CS   17.202   326.3   0.96   6.96   7.51   0     —     —  —
    26     CS   17.440   298.4   1.20   7.20   7.74   0     —     —  —
    27     CS   17.697   271.6   1.46   7.46   8.00   0     —     —  —
    28     CS   17.961   245.4   1.72   7.72   8.27   0     —     —  —
    29     CS   18.248   220.6   2.01   8.01   8.55   0     —     —  —
    30   CUST   18.487   192.2   2.24   8.25   8.79   0     —     —  —
    31     CS   19.260   161.0   2.52   8.52   9.56   0     —     —  —
    32     CS   19.583   133.4   2.84   8.84   9.89   0     —     —  —
    33   CUST   19.742   116.1   3.00   9.00  10.05   0     —     —  —
    34     CS   20.285   111.7   3.04   9.05  10.59   1   b45     —  CHARGE, BRK-B45
    35     CS   21.792   385.8   0.28   9.32  11.18   0     —     —  —
    36     CS   22.073   352.9   0.56   9.61  11.46   0     —     —  —
    37     CS   22.300   331.0   0.79   9.83  11.69   0     —    r2  REST-R2
    38     CS   31.681   308.0   0.21   0.21   0.21   0     —     —  —
    39     CS   31.897   285.1   0.43   0.43   0.43   0     —     —  —
    40     CS   32.156   258.3   0.69   0.69   0.69   0     —     —  —
    41     CS   32.411   231.1   0.94   0.94   0.94   0     —     —  —
    42     CS   32.682   205.2   1.21   1.21   1.21   0     —     —  —
    43     CS   32.924   182.9   1.46   1.46   1.46   0     —     —  —
    44     CS   33.156   159.8   1.69   1.69   1.69   0     —     —  —
    45     CS   33.423   138.9   1.96   1.96   1.96   1   b45     —  CHARGE, BRK-B45
    46     CS   34.930   406.8   0.26   2.22   2.53   0     —     —  —
    47     CS   35.192   376.3   0.53   2.48   2.79   0     —     —  —
    48     CS   35.478   347.9   0.81   2.77   3.08   0     —     —  —
    49     CS   35.710   324.9   1.04   3.00   3.31   0     —     —  —
    50     CS   35.925   300.4   1.26   3.21   3.53   0     —     —  —
    51     CS   36.139   275.7   1.47   3.43   3.74   0     —     —  —
    52     CS   36.384   248.5   1.72   3.67   3.99   0     —     —  —
    53     CS   36.646   222.6   1.98   3.93   4.25   1   b45     —  CHARGE, BRK-B45
    54     CS   37.947   388.9   0.25   4.18   4.80   0     —     —  —
    55     CS   38.208   364.0   0.51   4.44   5.06   0     —     —  —
    56     CS   38.442   336.9   0.74   4.68   5.29   0     —     —  —
    57     CS   38.721   313.2   1.02   4.96   5.57   0     —     —  —
    58     CS   38.972   284.1   1.27   5.21   5.82   0     —     —  —
    59     CS   39.258   257.8   1.56   5.49   6.11   0     —     —  —
    60     CS   39.698   236.7   2.00   5.93   6.55   0     —     —  —
    61     CS   39.966   208.0   2.27   6.20   6.82   0     —     —  —
    62     CS   40.233   179.2   2.53   6.47   7.08   1   b45     —  CHARGE, BRK-B45
    63     CS   41.526   386.7   0.25   6.72   7.63   0     —     —  —
    64     CS   41.772   358.8   0.49   6.96   7.87   0     —     —  —
    65     CS   42.016   330.6   0.74   7.21   8.12   0     —     —  —
    66     CS   42.250   303.0   0.97   7.44   8.35   0     —     —  —
    67     CS   42.496   276.6   1.21   7.68   8.60   0     —     —  —
    68     CS   42.761   251.7   1.48   7.95   8.86   0     —     —  —
    69     CS   43.144   228.0   1.86   8.33   9.25   0     —     —  —
    70     CS   43.432   199.8   2.15   8.62   9.53   0     —     —  —
    71     CS   43.713   171.0   2.43   8.90   9.81   1     —    r2  CHARGE, REST-R2
    72     CS   53.986   387.8   0.19   0.19   0.19   0     —     —  —
    73     CS   54.190   365.4   0.40   0.40   0.40   0     —     —  —
    74     CS   54.394   343.2   0.60   0.60   0.60   0     —     —  —
    75     CS   54.651   313.4   0.86   0.86   0.86   0     —     —  —
    76     CS   54.943   286.5   1.15   1.15   1.15   0     —     —  —
    77     CS   55.201   255.7   1.41   1.41   1.41   0     —     —  —
    78     CS   55.470   225.8   1.68   1.68   1.68   0     —     —  —
    79     CS   55.717   198.7   1.93   1.93   1.93   0     —     —  —
    80     CS   55.969   172.1   2.18   2.18   2.18   0     —     —  —
    81     CS   56.213   144.8   2.42   2.42   2.42   1   b45     —  CHARGE, BRK-B45
    82     CS   57.977   422.5   0.28   2.70   3.18   0     —     —  —
    83     CS   58.323   393.9   0.63   3.05   3.52   0     —     —  —
