DAgger round 1: 33 instances, label prob 0.35, model policy_K20_seedsplit_seed0_cw0.pt
  ScenarioTracker saved: /mnt/beegfs/users/celinep/ChargeAndBreak/ML/logs/RshortCfewTnone_5_DAGGER1_S1_H24_20260821_095130_scenarios.json

  === SIMULATION TRAJECTORY ===
  stop   type    t_arr     soc     cd     sd     sw   y   brk   rst  action
    34     CS   32.122   344.0   0.32   1.69   3.93   0     —     —  —
    35   CUST   32.549   296.8   0.74   2.12   4.36   0     —     —  —
    36     CS   33.369   258.5   1.06   2.44   5.17   0     —     —  —
    37     CS   33.589   232.4   1.28   2.66   5.39   0     —     —  —
    38     CS   33.848   209.5   1.54   2.92   5.65   0     —     —  —
    39     CS   34.073   184.0   1.77   3.14   5.88   0     —     —  —
[2/33] RshortCmanyTtight_17         labelled   14 states in   7.6 min
  ScenarioTracker saved: /mnt/beegfs/users/celinep/ChargeAndBreak/ML/logs/RlongCmediumTnone_10_DAGGER1_S1_H24_20260821_101009_scenarios.json

  === SIMULATION TRAJECTORY ===
  stop   type    t_arr     soc     cd     sd     sw   y   brk   rst  action
  ───────────────────────────────────────────────────────────────────────────────────────────────
     0   ORIG    8.000   500.0   0.00   0.00   0.00   0     —     —  —
     1     CS    8.227   473.5   0.23   0.23   0.23   0     —     —  —
     2     CS    8.457   447.2   0.46   0.46   0.46   0     —     —  —
     3     CS    8.694   421.5   0.69   0.69   0.69   0     —     —  —
     4     CS    8.907   397.6   0.91   0.91   0.91   0     —     —  —
     5     CS    9.115   373.3   1.12   1.12   1.12   0     —     —  —
     6     CS    9.321   348.7   1.32   1.32   1.32   0     —     —  —
     7     CS    9.583   319.8   1.58   1.58   1.58   0     —     —  —
     8     CS    9.852   291.6   1.85   1.85   1.85   0     —     —  —
     9     CS   10.111   262.4   2.11   2.11   2.11   0     —     —  —
    10     CS   10.420   231.4   2.42   2.42   2.42   0     —     —  —
    11     CS   10.707   198.5   2.71   2.71   2.71   0     —     —  —
    12     CS   10.996   165.8   3.00   3.00   3.00   1   b45     —  CHARGE, BRK-B45
    13     CS   12.444   413.0   0.20   3.19   3.60   0     —     —  —
    14     CS   12.637   390.4   0.39   3.38   3.79   0     —     —  —
    15     CS   12.908   372.5   0.66   3.66   4.06   0     —     —  —
    16     CS   13.197   340.9   0.95   3.94   4.35   0     —     —  —
    17     CS   13.494   310.0   1.24   4.24   4.65   0     —     —  —
    18     CS   13.892   285.7   1.64   4.64   5.05   0     —     —  —
    19     CS   14.171   255.3   1.92   4.92   5.32   0     —     —  —
    20     CS   14.458   225.6   2.21   5.21   5.61   0     —     —  —
    21     CS   14.870   178.0   2.62   5.62   6.02   1   b45     —  CHARGE, BRK-B45
    22     CS   16.279   425.1   0.29   5.91   6.53   0     —     —  —
    23     CS   16.552   395.7   0.56   6.18   6.81   0     —     —  —
    24     CS   16.820   365.8   0.83   6.45   7.07   0     —     —  —
    25     CS   17.085   340.2   1.10   6.71   7.34   0     —     —  —
    26     CS   17.346   314.3   1.36   6.97   7.60   0     —     —  —
    27     CS   17.627   289.6   1.64   7.26   7.88   0     —     —  —
    28     CS   17.922   258.6   1.93   7.55   8.18   0     —     —  —
    29     CS   18.241   229.4   2.25   7.87   8.49   0     —     —  —
    30     CS   18.511   198.9   2.52   8.14   8.77   0     —     —  —
    31     CS   18.787   169.0   2.80   8.42   9.04   0     —     —  —
    32     CS   19.058   138.6   3.07   8.69   9.31   1   b45     —  CHARGE, BRK-B45
    33     CS   20.776   399.4   0.33   9.01  10.18   0     —     —  —
    34     CS   21.034   374.8   0.59   9.27  10.44   0     —     —  —
    35     CS   21.262   347.4   0.81   9.50  10.67   0     —     —  —
    36     CS   21.527   318.0   1.08   9.77  10.93   0     —    r2  REST-R2
    37     CS   30.954   288.2   0.26   0.26   0.26   0     —     —  —
    38   CUST   31.231   259.9   0.54   0.54   0.54   0     —     —  —
    39     CS   32.039   225.4   0.85   0.85   1.35   0     —     —  —
    40   CUST   32.485   172.6   1.29   1.29   1.79   0     —     —  —
    41     CS   33.252   141.4   1.56   1.56   2.56   1   b45     —  CHARGE, BRK-B45
    42   CUST   34.712   400.5   0.26   1.82   3.13   0     —     —  —
    43     CS   35.448   375.9   0.50   2.05   3.87   0     —     —  —
    44     CS   35.738   352.8   0.79   2.34   4.16   0     —     —  —
    45     CS   35.985   326.8   1.03   2.59   4.40   0     —     —  —
    46     CS   36.249   302.2   1.30   2.86   4.67   0     —     —  —
    47     CS   36.449   279.5   1.50   3.06   4.87   0     —     —  —
    48     CS   36.672   258.6   1.72   3.28   5.09   0     —     —  —
    49     CS   36.872   235.9   1.92   3.48   5.29   0     —     —  —
    50     CS   37.185   211.2   2.23   3.79   5.60   0     —     —  —
    51     CS   37.458   183.9   2.51   4.06   5.88   1   b45     —  CHARGE, BRK-B45
    52     CS   38.757   414.0   0.26   4.32   6.36   0     —     —  —
    53     CS   39.010   387.9   0.51   4.57   6.61   0     —     —  —
    54     CS   39.254   361.2   0.75   4.82   6.86   0     —     —  —
    55     CS   39.493   333.9   0.99   5.06   7.09   0     —     —  —
    56     CS   39.894   290.1   1.39   5.46   7.50   0     —     —  —
    57     CS   40.147   261.3   1.64   5.71   7.75   0     —     —  —
    58     CS   40.421   234.1   1.92   5.98   8.02   0     —     —  —
    59     CS   40.861   213.0   2.36   6.42   8.46   0     —     —  —
    60     CS   41.130   183.3   2.63   6.69   8.73   0     —     —  —
    61     CS   41.406   154.1   2.90   6.97   9.01   1   b45     —  CHARGE, BRK-B45
    62     CS   42.899   385.5   0.30   7.27   9.74   0     —     —  —
    63     CS   43.156   355.7   0.56   7.53  10.00   0     —     —  —
    64     CS   43.414   326.1   0.82   7.79  10.26   0     —     —  —
    65     CS   43.694   298.3   1.10   8.07  10.54   0     —     —  —
    66     CS   43.975   266.1   1.38   8.35  10.82   0     —     —  —
    67     CS   44.256   233.7   1.66   8.63  11.10   0     —     —  —
    68     CS   44.566   205.0   1.97   8.94  11.41   0     —     —  —
    69     CS   44.849   174.0   2.25   9.22  11.69   1     —    r2  CHARGE, REST-R2
    70     CS   55.128   405.0   0.28   0.28   0.28   0     —     —  —
    71     CS   55.380   376.8   0.53   0.53   0.53   0     —     —  —
    72     CS   55.629   348.4   0.78   0.78   0.78   0     —     —  —
    73     CS   55.872   323.2   1.02   1.02   1.02   0     —     —  —
    74     CS   56.104   297.2   1.25   1.25   1.25   0     —     —  —
    75     CS   56.333   270.8   1.48   1.48   1.48   0     —     —  —
    76   CUST   56.581   246.0   1.73   1.73   1.73   0     —     —  —
    77     CS   57.573   201.5   2.22   2.22   2.72   0     —     —  —
    78   CUST   57.601   200.0   2.25   2.25   2.75   0     —     —  —
    79     CS   58.154   196.2   2.30   2.30   3.30   1   b45     —  CHARGE, BRK-B45
    80     CS   59.335   398.0   0.22   2.52   3.73   0     —     —  —
    81     CS   59.555   372.9   0.44   2.74   3.95   0     —     —  —
    82     CS   59.775   347.8   0.66   2.96   4.17   0     —     —  —
    83     CS   59.994   322.6   0.88   3.18   4.39   0     —     —  —
    84     CS   60.248   293.7   1.13   3.43   4.65   0     —     —  —
    85     CS   60.515   266.1   1.40   3.70   4.91   0     —     —  —
    86     CS   60.737   245.2   1.62   3.92   5.14   0     —     —  —
    87     CS   60.936   222.3   1.82   4.12   5.34   0     —     —  —
    88     CS   61.147   200.6   2.03   4.33   5.55   1   b45     —  CHARGE, BRK-B45
    89     CS   62.515   407.1   0.25   4.58   6.16   0     —     —  —
    90     CS   62.781   380.0   0.51   4.84   6.43   0     —     —  —
    91     CS   63.040   352.2   0.77   5.10   6.69   0     —     —  —
    92     CS   63.292   323.7   1.02   5.35   6.94   0     —     —  —
    93     CS   63.864   282.4   1.59   5.93   7.51   0     —     —  —
    94     CS   64.110   258.1   1.84   6.17   7.76   0     —     —  —
    95     CS   64.379   235.3   2.11   6.44   8.03   0     —     —  —
    96     CS   64.619   210.4   2.35   6.68   8.27   0     —     —  —
    97     CS   64.847   184.6   2.58   6.91   8.50   0     —     —  —
    98     CS   65.060   163.0   2.79   7.12   8.71   0     —     —  —
    99     CS   65.302   143.2   3.03   7.36   8.95   0     —     —  —
   100     CS   65.509   121.2   3.24   7.57   9.16   1   b45     —  CHARGE, BRK-B45
   101     CS   66.966   355.2   0.42   7.99   9.80   0     —     —  —
   102     CS   67.241   324.1   0.69   8.26  10.07   0     —     —  —
   103     CS   67.523   293.7   0.97   8.55  10.35   0     —     —  —
   104     CS   67.812   264.0   1.26   8.84  10.64   0     —    r2  REST-R2
   105     CS   77.254   232.9   0.27   0.27   0.27   0     —     —  —
   106     CS   77.533   202.9   0.55   0.55   0.55   0     —     —  —
   107     CS   77.803   171.9   0.82   0.82   0.82   1   b45     —  CHARGE, BRK-B45
   108     CS   79.138   406.1   0.27   1.10   1.36   0     —     —  —
   109     CS   79.376   379.8   0.51   1.33   1.60   0     —     —  —
   110     CS   79.607   352.9   0.74   1.57   1.83   0     —     —  —
   111     CS   79.876   321.9   1.01   1.84   2.10   0     —     —  —
   112     CS   80.199   294.9   1.33   2.16   2.42   0     —     —  —
   113     CS   80.439   266.5   1.57   2.40   2.66   0     —     —  —
   114     CS   80.694   239.5   1.83   2.65   2.91   0     —     —  —
   115     CS   80.970   214.1   2.11   2.93   3.19   0     —     —  —
   116     CS   81.240   188.3   2.38   3.20   3.46   0     —     —  —
   117     CS   81.619   151.7   2.75   3.58   3.84   1   b45     —  CHARGE, BRK-B45
   118     CS   83.047   404.8   0.24   3.81   4.39   0     —     —  —
   119     CS   83.285   376.8   0.47   4.05   4.63   0     —     —  —
   120     CS   83.526   349.2   0.71   4.29   4.87   0     —     —  —
   121     CS   83.751   324.3   0.94   4.52   5.10   0     —     —  —
   122     CS   83.980   299.6   1.17   4.75   5.33   0     —     —  —
   123     CS   84.230   276.7   1.42   5.00   5.58   0     —     —  —
   124     CS   84.451   251.3   1.64   5.22   5.80   0     —     —  —
   125     CS   84.704   232.1   1.89   5.47   6.05   0     —     —  —
   126     CS   84.914   210.3   2.10   5.68   6.26   0     —     —  —
   127     CS   85.118   188.0   2.31   5.89   6.46   1     —    r1  CHARGE, REST-R1
   128     CS   97.455   421.3   0.24   0.24   0.24   0     —     —  —
   129     CS   97.698   393.9   0.48   0.48   0.48   0     —     —  —
   130     CS   97.961   368.1   0.74   0.74   0.74   0     —     —  —
   131     CS   98.208   341.7   0.99   0.99   0.99   0     —     —  —
   132     CS   98.458   315.7   1.24   1.24   1.24   0     —     —  —
   133     CS   98.734   291.4   1.51   1.51   1.51   0     —     —  —
   134     CS   99.198   241.6   1.98   1.98   1.98   0     —     —  —
   135     CS   99.463   220.0   2.24   2.24   2.24   0     —     —  —
   136     CS   99.678   194.7   2.46   2.46   2.46   0     —     —  —
   137     CS   99.902   170.2   2.68   2.68   2.68   0     —     —  —
   138     CS  100.253   151.5   3.03   3.03   3.03   1   b45     —  CHARGE, BRK-B45
   139     CS  102.032   470.8   0.29   3.33   3.61   0     —     —  —
   140     CS  102.303   440.5   0.56   3.60   3.88   0     —     —  —
   141     CS  102.569   409.6   0.83   3.86   4.14   0     —     —  —
   142     CS  102.796   388.3   1.06   4.09   4.37   0     —     —  —
   143     CS  102.998   365.0   1.26   4.29   4.57   0     —     —  —
   144     CS  103.221   343.4   1.48   4.52   4.79   0     —     —  —
   145     CS  103.504   310.9   1.76   4.80   5.08   0     —     —  —
   146     CS  103.786   278.4   2.05   5.08   5.36   0     —     —  —
   147     CS  104.073   246.3   2.33   5.37   5.65   0     —     —  —
   148     CS  104.344   214.2   2.60   5.64   5.92   0     —     —  —
   149     CS  104.621   182.8   2.88   5.92   6.19   1     —     —  CHARGE
   150     CS  105.787   298.9   3.18   6.22   7.36   0     —     —  —
   151     CS  106.042   272.5   3.44   6.47   7.62   0     —     —  —
[3/33] RlongCmediumTnone_10         labelled   49 states in 102.1 min
  ScenarioTracker saved: /mnt/beegfs/users/celinep/ChargeAndBreak/ML/logs/RshortCmediumTlarge_15_DAGGER1_S1_H24_20260821_115216_scenarios.json

  === SIMULATION TRAJECTORY ===
  stop   type    t_arr     soc     cd     sd     sw   y   brk   rst  action
  ───────────────────────────────────────────────────────────────────────────────────────────────
     0   ORIG    8.000   500.0   0.00   0.00   0.00   0     —     —  —
     1     CS    8.377   480.4   0.38   0.38   0.38   0     —     —  —
     2     CS    8.659   457.8   0.66   0.66   0.66   0     —     —  —
     3     CS    8.945   435.4   0.94   0.94   0.94   0     —     —  —
     4     CS    9.177   407.6   1.18   1.18   1.18   0     —     —  —
     5     CS    9.415   380.6   1.42   1.42   1.42   0     —     —  —
     6     CS    9.649   353.0   1.65   1.65   1.65   0     —     —  —
     7     CS    9.842   330.4   1.84   1.84   1.84   0     —     —  —
     8     CS   10.036   307.9   2.04   2.04   2.04   0     —     —  —
     9     CS   10.286   289.2   2.29   2.29   2.29   0     —     —  —
    10     CS   10.559   257.4   2.56   2.56   2.56   0     —     —  —
    11     CS   10.845   226.8   2.85   2.85   2.85   1   b45     —  CHARGE, BRK-B45
    12     CS   12.163   399.6   0.30   3.14   3.41   0     —     —  —
    13     CS   12.474   370.8   0.61   3.45   3.72   0     —     —  —
    14     CS   12.781   341.9   0.92   3.76   4.03   0     —     —  —
    15     CS   13.063   310.9   1.20   4.04   4.31   0     —     —  —
    16     CS   13.462   267.0   1.60   4.44   4.71   0     —     —  —
    17     CS   13.684   241.7   1.82   4.66   4.93   0     —     —  —
    18     CS   13.912   217.0   2.05   4.89   5.16   0     —     —  —
    19     CS   14.142   192.6   2.28   5.12   5.39   0     —     —  —
    20     CS   14.368   167.6   2.50   5.35   5.62   1   b45     —  CHARGE, BRK-B45
    21     CS   15.632   386.3   0.28   5.63   6.13   0     —     —  —
    22     CS   15.914   360.4   0.57   5.91   6.41   0     —     —  —
    23     CS   16.237   336.8   0.89   6.24   6.74   0     —     —  —
    24     CS   16.514   304.1   1.17   6.51   7.01   0     —     —  —
    25   CUST   16.800   272.3   1.45   6.80   7.30   0     —     —  —
    26     CS   17.419   258.3   1.57   6.92   7.92   0     —     —  —
    27     CS   17.819   210.9   1.97   7.32   8.32   1   b45     —  CHARGE, BRK-B45
    28     CS   19.245   433.4   0.20   7.52   8.92   0     —     —  —
    29     CS   19.465   411.6   0.42   7.74   9.14   0     —     —  —
    30   CUST   19.674   388.9   0.63   7.95   9.35   0     —    r2  REST-R2
    31     CS   29.423   360.8   0.25   0.25   0.25   0     —     —  —
    32     CS   29.703   330.2   0.53   0.53   0.53   0     —     —  —
    33     CS   29.975   298.9   0.80   0.80   0.80   0     —     —  —
    34     CS   30.225   275.0   1.05   1.05   1.05   0     —     —  —
    35     CS   30.450   249.0   1.28   1.28   1.28   0     —     —  —
    36     CS   30.674   223.0   1.50   1.50   1.50   1   b45     —  CHARGE, BRK-B45
    37     CS   31.924   382.2   0.21   1.71   2.00   0     —     —  —
    38     CS   32.170   360.1   0.46   1.96   2.25   0     —     —  —
    39   CUST   32.408   337.5   0.70   2.20   2.48   0     —     —  —
    40   CUST   33.163   307.6   0.95   2.45   3.24   0     —     —  —
    41     CS   34.110   260.9   1.40   2.90   4.19   0     —     —  —
    42     CS   34.281   244.4   1.57   3.07   4.36   0     —     —  —
    43     CS   34.560   215.5   1.85   3.35   4.64   0     —     —  —
    44     CS   34.834   186.1   2.13   3.63   4.91   0     —     —  —
    45     CS   35.116   157.4   2.41   3.91   5.19   1     —     —  CHARGE
    46     CS   35.915   227.2   2.67   4.17   5.99   0     —     —  —
    47     CS   36.221   202.1   2.98   4.48   6.30   0     —     —  —
    48     CS   36.495   174.9   3.25   4.75   6.57   1     —     —  CHARGE
    49     CS   37.276   241.1   3.49   4.99   7.35   0     —     —  —
    50     CS   37.519   214.5   3.73   5.23   7.60   0     —     —  —
[4/33] RshortCmediumTlarge_15       labelled   12 states in  13.7 min
  ScenarioTracker saved: /mnt/beegfs/users/celinep/ChargeAndBreak/ML/logs/RshortCmanyTtight_4_DAGGER1_S1_H24_20260821_120559_scenarios.json

  === SIMULATION TRAJECTORY ===
  stop   type    t_arr     soc     cd     sd     sw   y   brk   rst  action
  ───────────────────────────────────────────────────────────────────────────────────────────────
     0   ORIG    8.000   500.0   0.00   0.00   0.00   0     —     —  —
     1     CS    8.225   473.2   0.23   0.23   0.23   0     —     —  —
     2     CS    8.457   447.1   0.46   0.46   0.46   0     —     —  —
     3     CS    8.703   422.2   0.70   0.70   0.70   0     —     —  —
     4     CS    8.935   401.3   0.93   0.93   0.93   0     —     —  —
     5     CS    9.148   379.0   1.15   1.15   1.15   0     —     —  —
     6     CS    9.349   355.6   1.35   1.35   1.35   0     —     —  —
     7     CS    9.572   330.4   1.57   1.57   1.57   0     —     —  —
     8     CS    9.805   306.1   1.80   1.80   1.80   0     —     —  —
     9     CS   10.037   281.8   2.04   2.04   2.04   0     —     —  —
    10     CS   10.264   257.0   2.26   2.26   2.26   0     —     —  —
    11     CS   10.468   232.2   2.47   2.47   2.47   0     —     —  —
    12     CS   10.693   209.4   2.69   2.69   2.69   0     —     —  —
    13   CUST   10.919   186.6   2.92   2.92   2.92   0     —     —  —
    14     CS   11.638   166.5   3.14   3.14   3.64   0     —     —  —
    15     CS   11.848   145.7   3.35   3.35   3.85   0     —     —  —
    16   CUST   12.184   129.6   3.68   3.68   4.18   0     —     —  —
    17     CS   12.775   119.0   3.78   3.78   4.78   1   b45     —  CHARGE, BRK-B45
    18     CS   14.075   438.1   0.04   3.82   5.06   0     —     —  —
    19     CS   14.345   408.4   0.31   4.09   5.33   0     —     —  —
    20     CS   14.632   380.1   0.60   4.37   5.62   0     —     —  —
    21     CS   14.966   354.6   0.93   4.71   5.95   0     —     —  —
    22   CUST   15.362   307.9   1.33   5.10   6.35   0     —     —  —
    23     CS   16.130   285.5   1.60   5.37   7.11   0     —     —  —
    24     CS   16.379   259.7   1.85   5.62   7.36   0     —     —  —
    25     CS   16.674   236.8   2.14   5.92   7.66   0     —     —  —
    26     CS   16.906   209.4   2.37   6.15   7.89   0     —     —  —
    27     CS   17.113   188.1   2.58   6.35   8.10   0     —     —  —
    28     CS   17.328   167.4   2.79   6.57   8.31   0     —     —  —
    29     CS   17.524   145.1   2.99   6.77   8.51   1   b45     —  CHARGE, BRK-B45
    30     CS   18.954   395.4   0.22   6.99   9.10   0     —     —  —
    31     CS   19.175   369.1   0.44   7.21   9.32   0     —     —  —
    32     CS   19.419   344.7   0.69   7.45   9.57   0     —     —  —
    33     CS   19.721   313.2   0.99   7.76   9.87   0     —     —  —
    34   CUST   20.090   285.7   1.36   8.12  10.24   0     —    r2  REST-R2
    35     CS   29.735   271.6   0.15   0.15   0.15   0     —     —  —
    36     CS   30.051   242.9   0.46   0.46   0.46   0     —     —  —
    37     CS   30.331   211.3   0.74   0.74   0.74   0     —     —  —
    38   CUST   30.691   184.9   1.10   1.10   1.10   0     —     —  —
    39   CUST   31.278   175.1   1.19   1.19   1.69   0     —     —  —
    40     CS   32.077   149.6   1.49   1.49   2.49   0     —     —  —
    41     CS   32.178   138.7   1.59   1.59   2.59   1   b45     —  CHARGE, BRK-B45
    42     CS   33.401   359.4   0.22   1.81   3.06   0     —     —  —
    43     CS   33.619   333.6   0.44   2.03   3.28   0     —     —  —
    44   CUST   33.835   307.5   0.65   2.24   3.49   0     —     —  —
    45     CS   34.587   282.0   0.91   2.49   4.25   0     —     —  —
    46     CS   34.888   250.9   1.21   2.79   4.55   0     —     —  —
    47   CUST   35.200   220.7   1.52   3.11   4.86   0     —     —  —
    48   CUST   36.290   192.4   2.11   3.70   5.95   0     —     —  —
    49     CS   37.116   173.1   2.43   4.02   6.78   1   b45     —  CHARGE, BRK-B45
    50     CS   38.472   410.0   0.30   4.32   7.29   0     —     —  —
    51     CS   38.766   377.8   0.59   4.61   7.58   0     —     —  —
    52     CS   39.123   349.7   0.95   4.97   7.94   0     —     —  —
    53     CS   39.355   322.4   1.18   5.20   8.17   0     —     —  —
    54     CS   39.641   299.1   1.47   5.49   8.46   0     —     —  —
    55     CS   39.894   270.2   1.72   5.74   8.71   0     —     —  —
    56     CS   40.220   246.0   2.05   6.07   9.04   0     —     —  —
    57     CS   40.499   219.3   2.32   6.35   9.32   0     —     —  —
    58     CS   40.756   190.8   2.58   6.60   9.57   0     —     —  —
    59     CS   41.056   163.3   2.88   6.90   9.87   0     —     —  —
[5/33] RshortCmanyTtight_4          labelled   21 states in  26.4 min
  ScenarioTracker saved: /mnt/beegfs/users/celinep/ChargeAndBreak/ML/logs/RlongCfewTlarge_12_DAGGER1_S1_H24_20260821_123226_scenarios.json

  === SIMULATION TRAJECTORY ===
  stop   type    t_arr     soc     cd     sd     sw   y   brk   rst  action
  ───────────────────────────────────────────────────────────────────────────────────────────────
     0   ORIG    8.000   500.0   0.00   0.00   0.00   0     —     —  —
     1     CS    8.270   476.7   0.27   0.27   0.27   0     —     —  —
     2     CS    8.510   451.3   0.51   0.51   0.51   0     —     —  —
     3     CS    8.745   425.5   0.74   0.74   0.74   0     —     —  —
     4     CS    8.961   402.7   0.96   0.96   0.96   0     —     —  —
     5     CS    9.211   382.2   1.21   1.21   1.21   0     —     —  —
     6     CS    9.457   361.4   1.46   1.46   1.46   0     —     —  —
     7     CS    9.766   342.1   1.77   1.77   1.77   0     —     —  —
     8     CS   10.005   319.6   2.01   2.01   2.01   0     —     —  —
     9     CS   10.238   296.6   2.24   2.24   2.24   0     —     —  —
    10     CS   10.475   273.2   2.47   2.47   2.47   0     —     —  —
